"date","state","death","negativeTestsViral","positive","positiveIncrease","totalTestResults"
"12/14/2020","AK","1270","7866561","289610","2675","8221841"
"12/14/2020","AL","29752","0","2173442","26821","12273763"
"12/14/2020","AR","21759","12149477","1361937","15948","13307491"
"12/14/2020","AS","0","0","0","0","14980"
"12/14/2020","AZ","53714","0","3053384","45155","31289359"
"12/14/2020","CA","152760","0","12023669","302690","199321499"
"12/14/2020","CO","29402","0","2101211","20697","27474345"
"12/14/2020","CT","38711","0","1115683","16021","27267228"
"12/14/2020","DC","5076","0","180856","1727","5640758"
"12/14/2020","DE","5894","0","340157","5156","6110544"
"12/14/2020","FL","144035","78095375","8042249","74446","99875352"
"12/14/2020","GA","71882","0","3460357","33544","34043342"
"12/14/2020","GU","833","0","50230","96","645245"
"12/14/2020","HI","1950","0","140966","1016","5279761"
"12/14/2020","IA","23991","12867147","1585071","7936","7949545"
"12/14/2020","ID","8623","0","877032","8437","3605639"
"12/14/2020","IL","111743","0","6151165","51466","85084255"
"12/14/2020","IN","50096","0","3128447","38920","35728782"
"12/14/2020","KS","15747","0","1370452","15132","6436412"
"12/14/2020","KY","16153","0","1637497","19217","20763445"
"12/14/2020","LA","48667","0","1947798","17532","27223488"
"12/14/2020","MA","80886","0","2163477","32953","69293982"
"12/14/2020","MD","37155","0","1708189","16161","36179249"
"12/14/2020","ME","1932","6931054","124343","3023","7095114"
"12/14/2020","MI","82189","49665479","3405109","30897","53070588"
"12/14/2020","MN","32531","0","2725431","18496","34169535"
"12/14/2020","MO","33595","21047754","2496243","20145","23852494"
"12/14/2020","MP","14","0","797","2","122577"
"12/14/2020","MS","30223","0","1314797","14886","8872417"
"12/14/2020","MT","5912","0","527251","3867","5188982"
"12/14/2020","NC","42313","0","3215040","42573","43485911"
"12/14/2020","ND","8448","0","623595","2168","8308170"
"12/14/2020","NE","10075","9935643","1064729","7727","11163671"
"12/14/2020","NH","4406","0","239228","5586","6590163"
"12/14/2020","NJ","126221","0","2932502","31942","48853115"
"12/14/2020","NM","14584","0","880681","10193","12526625"
"12/14/2020","NV","18710","0","1376681","17112","13286633"
"12/14/2020","NY","197610","0","5713078","72882","158964282"
"12/14/2020","OH","54921","0","4174000","60079","49811638"
"12/14/2020","OK","14992","15165293","1743657","23170","16908950"
"12/14/2020","OR","8905","15692480","692712","9077","16657293"
"12/14/2020","PA","93427","0","3700634","63900","25417512"
"12/14/2020","PR","9254","2123884","456617","6002","2598421"
"12/14/2020","RI","11192","11927869","536243","4293","12575339"
"12/14/2020","SC","33852","17360587","1846008","21200","19727982"
"12/14/2020","SD","9161","0","651688","3689","2498392"
"12/14/2020","TN","40660","32429206","3441643","65382","36377295"
"12/14/2020","TX","172661","0","10752216","108957","87034097"
"12/14/2020","UT","7804","12855790","1704788","17060","14527993"
"12/14/2020","VA","31836","0","2070999","24939","26732905"
"12/14/2020","VI","161","0","13072","130","226776"
"12/14/2020","VT","732","0","42967","690","4448119"
"12/14/2020","WA","21117","0","1514964","11125","23987912"
"12/14/2020","WI","31911","0","3376997","23768","34781947"
"12/14/2020","WV","7441","0","478737","9125","9554781"
"12/14/2020","WY","2381","2944223","285251","2302","3196600"
"12/07/2020","AK","1107","7454735","265681","4018","7784094"
"12/07/2020","AL","28143","0","1991250","25754","11762506"
"12/07/2020","AR","19802","11617279","1253451","14778","12696517"
"12/07/2020","AS","0","0","0","0","14980"
"12/07/2020","AZ","50082","0","2719673","44166","29097429"
"12/07/2020","CA","143126","0","10185836","210066","184303589"
"12/07/2020","CO","25803","0","1938048","27612","25504636"
"12/07/2020","CT","37167","0","997912","19046","25448629"
"12/07/2020","DC","4951","0","168734","1738","5306980"
"12/07/2020","DE","5643","0","301758","5548","5681166"
"12/07/2020","FL","138882","73934271","7539752","66376","94504406"
"12/07/2020","GA","69802","0","3234022","32222","32359908"
"12/07/2020","GU","804","0","49411","102","626305"
"12/07/2020","HI","1872","0","134560","757","5049028"
"12/07/2020","IA","21400","12414126","1527256","8758","7780562"
"12/07/2020","ID","7723","0","810781","10927","3481027"
"12/07/2020","IL","103696","0","5759942","61331","80378896"
"12/07/2020","IN","46039","0","2840398","43817","33367278"
"12/07/2020","KS","13810","0","1263538","16999","6146903"
"12/07/2020","KY","15015","0","1491730","22472","19795440"
"12/07/2020","LA","47019","0","1823936","17490","25923728"
"12/07/2020","MA","78399","0","1923704","33734","64967592"
"12/07/2020","MD","35036","0","1580925","19620","34059577"
"12/07/2020","ME","1722","6566272","103888","2575","6709083"
"12/07/2020","MI","76008","47367931","3173278","38583","50541209"
"12/07/2020","MN","29434","0","2571481","27961","32230966"
"12/07/2020","MO","30877","20260246","2344704","22743","22896159"
"12/07/2020","MP","14","0","785","7","120835"
"12/07/2020","MS","28605","0","1210423","14516","8394523"
"12/07/2020","MT","5496","0","496779","5428","4944178"
"12/07/2020","NC","39911","0","2919998","41605","40714724"
"12/07/2020","ND","7745","0","606301","3164","8051391"
"12/07/2020","NE","9049","9393222","1007827","9120","10548275"
"12/07/2020","NH","4079","0","198964","6185","6227627"
"12/07/2020","NJ","123057","0","2704128","32634","45443672"
"12/07/2020","NM","12973","0","803553","11712","11851876"
"12/07/2020","NV","17034","0","1250823","18694","12505887"
"12/07/2020","NY","192488","0","5205862","69333","149295370"
"12/07/2020","OH","51005","0","3704674","87703","46979372"
"12/07/2020","OK","13871","14488212","1587878","21182","16076090"
"12/07/2020","OR","7801","14581834","629107","9357","15467483"
"12/07/2020","PA","83923","0","3208618","71688","24157812"
"12/07/2020","PR","8653","2123884","419514","5760","2561318"
"12/07/2020","RI","10473","11305312","487417","8545","11897113"
"12/07/2020","SC","32500","16188664","1698966","20107","18373916"
"12/07/2020","SD","8257","0","621405","5047","2424730"
"12/07/2020","TN","36718","30477952","3008934","53711","33952367"
"12/07/2020","TX","163103","0","10026328","97398","83290466"
"12/07/2020","UT","7050","12278921","1579954","18497","13840612"
"12/07/2020","VA","30274","0","1894733","26856","25249981"
"12/07/2020","VI","161","0","12075","158","213174"
"12/07/2020","VT","624","0","37878","738","4208564"
"12/07/2020","WA","20457","0","1427211","16788","22593036"
"12/07/2020","WI","29307","0","3196781","27889","33237729"
"12/07/2020","WV","6405","0","417350","8220","8941656"
"12/07/2020","WY","2121","2803715","267620","3043","3041211"
"11/30/2020","AK","923","6997694","233703","4904","7290548"
"11/30/2020","AL","26300","0","1821276","22648","11306230"
"11/30/2020","AR","17957","11043386","1149942","14677","12043859"
"11/30/2020","AS","0","0","0","0","14372"
"11/30/2020","AZ","47646","0","2426633","38281","27663089"
"11/30/2020","CA","136362","0","8888526","142766","171732751"
"11/30/2020","CO","22710","0","1728746","31809","23423735"
"11/30/2020","CT","35700","0","866797","15134","23535511"
"11/30/2020","DC","4832","0","155731","1688","4984403"
"11/30/2020","DE","5464","0","263557","4661","5298210"
"11/30/2020","FL","133860","69891208","7085169","63783","89223905"
"11/30/2020","GA","67506","0","3033534","23221","30790316"
"11/30/2020","GU","787","0","48543","186","600554"
"11/30/2020","HI","1757","0","129500","704","4787815"
"11/30/2020","IA","17760","0","1455067","12123","7587974"
"11/30/2020","ID","6878","0","734747","10045","3367700"
"11/30/2020","IL","95053","0","5310951","67459","75659915"
"11/30/2020","IN","42164","0","2517715","48305","30868856"
"11/30/2020","KS","11836","0","1143899","15274","5843690"
"11/30/2020","KY","14018","0","1332465","23707","18663034"
"11/30/2020","LA","45580","0","1701044","18878","24659721"
"11/30/2020","MA","76091","0","1685735","31880","60731021"
"11/30/2020","MD","33249","0","1444861","18580","31819353"
"11/30/2020","ME","1524","6174975","87814","1840","6293500"
"11/30/2020","MI","69959","44946478","2871544","48424","47818022"
"11/30/2020","MN","26433","0","2337294","37893","29946799"
"11/30/2020","MO","28475","19464900","2171332","26365","21911641"
"11/30/2020","MP","14","0","742","2","119549"
"11/30/2020","MS","27199","0","1113490","13146","7990255"
"11/30/2020","MT","5011","0","456245","6074","4695637"
"11/30/2020","NC","37847","0","2646808","33212","38114201"
"11/30/2020","ND","6875","0","578763","4623","7756029"
"11/30/2020","NE","7754","8766110","927200","13245","9830878"
"11/30/2020","NH","3810","0","160616","4291","5873366"
"11/30/2020","NJ","120312","0","2463083","33902","43238116"
"11/30/2020","NM","11652","0","720218","12671","11238462"
"11/30/2020","NV","15648","0","1119765","17612","11788418"
"11/30/2020","NY","188662","0","4728892","64666","139873576"
"11/30/2020","OH","47188","0","3135352","60592","44041877"
"11/30/2020","OK","12779","13695542","1442222","20941","15137764"
"11/30/2020","OR","6837","13588913","558684","10376","14391702"
"11/30/2020","PA","76353","0","2721070","62918","22844742"
"11/30/2020","PR","8077","2123884","380478","4969","2522282"
"11/30/2020","RI","9823","10642509","425411","8902","11163216"
"11/30/2020","SC","31274","15177751","1567644","15970","17205501"
"11/30/2020","SD","7187","0","582620","6091","2341498"
"11/30/2020","TN","33433","29218181","2717940","34076","32375641"
"11/30/2020","TX","154035","0","9316132","108606","79577587"
"11/30/2020","UT","6387","11662540","1439728","21598","13091693"
"11/30/2020","VA","28972","0","1718487","19111","23694823"
"11/30/2020","VI","161","0","11125","89","202425"
"11/30/2020","VT","525","0","32489","790","3969910"
"11/30/2020","WA","19882","0","1294470","21126","20725826"
"11/30/2020","WI","26309","0","2986751","32013","31651108"
"11/30/2020","WV","5526","0","358331","8000","8245548"
"11/30/2020","WY","1703","2674473","244690","3828","2907323"
"11/23/2020","AK","815","6543131","202559","4229","6796273"
"11/23/2020","AL","24756","0","1687316","14723","10916350"
"11/23/2020","AR","17008","10565646","1062354","11074","11500133"
"11/23/2020","AS","0","0","0","0","13916"
"11/23/2020","AZ","45917","0","2201775","26330","25842376"
"11/23/2020","CA","132592","0","8092385","96901","161902604"
"11/23/2020","CO","20496","0","1511049","30172","21277742"
"11/23/2020","CT","34487","0","770067","11112","21720296"
"11/23/2020","DC","4734","0","145644","1297","4649938"
"11/23/2020","DE","5326","0","235540","3443","4944626"
"11/23/2020","FL","129666","66035635","6673978","52330","84301599"
"11/23/2020","GA","65315","0","2895615","16190","29586436"
"11/23/2020","GU","769","0","47078","269","577727"
"11/23/2020","HI","1662","0","125123","655","4547117"
"11/23/2020","IA","16094","0","1371661","13762","7385664"
"11/23/2020","ID","6201","0","670639","8826","3239932"
"11/23/2020","IL","87816","0","4859778","63816","71288434"
"11/23/2020","IN","38768","0","2225723","37955","28608797"
"11/23/2020","KS","10505","0","1038775","18488","5604218"
"11/23/2020","KY","12923","0","1178210","18825","17497795"
"11/23/2020","LA","44496","0","1590288","12053","23340178"
"11/23/2020","MA","74323","0","1515695","18114","57126822"
"11/23/2020","MD","31790","0","1331655","14308","30007974"
"11/23/2020","ME","1318","5766162","77696","1149","5865571"
"11/23/2020","MI","64665","42525997","2519681","49131","45045678"
"11/23/2020","MN","23893","0","2050015","42812","27379009"
"11/23/2020","MO","26344","18760658","2002822","24406","21024218"
"11/23/2020","MP","14","0","728","0","117957"
"11/23/2020","MS","26267","0","1031553","8605","7662457"
"11/23/2020","MT","4551","0","414574","6121","4438678"
"11/23/2020","NC","36058","0","2448750","25003","35905807"
"11/23/2020","ND","6287","0","542804","6240","7400171"
"11/23/2020","NE","6726","8196350","840081","12294","9167144"
"11/23/2020","NH","3619","0","133771","2882","5499304"
"11/23/2020","NJ","118287","0","2254596","28107","40786910"
"11/23/2020","NM","10319","0","629544","13521","10539552"
"11/23/2020","NV","14584","0","1008400","16639","11119001"
"11/23/2020","NY","185772","0","4346560","44947","131160111"
"11/23/2020","OH","43809","0","2721641","63013","41233792"
"11/23/2020","OK","11830","12963079","1304104","21215","14266583"
"11/23/2020","OR","6108","12660222","489633","8950","13376237"
"11/23/2020","PA","70989","0","2352031","47557","21698435"
"11/23/2020","PR","7444","2123884","348660","4243","2490464"
"11/23/2020","RI","9385","10081079","372848","5928","10544607"
"11/23/2020","SC","30280","14343069","1482752","9834","16267280"
"11/23/2020","SD","6111","0","538270","6835","2242403"
"11/23/2020","TN","31281","27916388","2477452","26042","30808124"
"11/23/2020","TX","147317","0","8688783","73091","75279107"
"11/23/2020","UT","5853","11138395","1305285","16633","12443336"
"11/23/2020","VA","28114","0","1599823","18146","22673346"
"11/23/2020","VI","161","0","10656","40","195920"
"11/23/2020","VT","456","0","28090","498","3762104"
"11/23/2020","WA","18778","0","1166557","16220","20260569"
"11/23/2020","WI","23573","0","2770255","32816","30154013"
"11/23/2020","WV","4915","0","308315","6519","7593218"
"11/23/2020","WY","1479","2501469","217103","4320","2720080"
"11/16/2020","AK","705","6073039","174442","3925","6285144"
"11/16/2020","AL","23681","0","1581063","14684","10470318"
"11/16/2020","AR","16057","10004840","978632","12133","10874139"
"11/16/2020","AS","0","0","0","0","13696"
"11/16/2020","AZ","44711","0","2013830","24229","23888325"
"11/16/2020","CA","129264","0","7436288","82688","151238733"
"11/16/2020","CO","18905","0","1281097","35183","18911958"
"11/16/2020","CT","33603","0","689086","12824","20164754"
"11/16/2020","DC","4661","0","137436","1174","4257860"
"11/16/2020","DE","5199","0","212605","3005","4558178"
"11/16/2020","FL","126091","62230784","6308470","51804","79498384"
"11/16/2020","GA","63661","0","2776183","17462","28082923"
"11/16/2020","GU","712","0","44648","428","555014"
"11/16/2020","HI","1578","0","119856","724","4296355"
"11/16/2020","IA","14675","0","1248313","20223","7085694"
"11/16/2020","ID","5659","0","605725","9517","3083505"
"11/16/2020","IL","81435","0","4348230","82682","66348111"
"11/16/2020","IN","35945","0","1929527","43760","26104761"
"11/16/2020","KS","9414","0","906269","19026","5255713"
"11/16/2020","KY","12147","0","1040462","20514","16298858"
"11/16/2020","LA","43404","0","1488234","15679","21973742"
"11/16/2020","MA","73011","0","1389775","18575","53044226"
"11/16/2020","MD","30614","0","1223213","16209","28039930"
"11/16/2020","ME","1195","5384454","68173","1415","5471547"
"11/16/2020","MI","60756","39815951","2179116","53229","41995067"
"11/16/2020","MN","21544","0","1749725","46576","24801685"
"11/16/2020","MO","24474","18001389","1804625","32076","20050236"
"11/16/2020","MP","14","0","721","4","115990"
"11/16/2020","MS","25321","0","972898","8871","7321835"
"11/16/2020","MT","3957","0","363340","8522","4167583"
"11/16/2020","NC","34518","0","2275604","24540","33519543"
"11/16/2020","ND","5642","0","488071","9190","6978920"
"11/16/2020","NE","5874","7541306","744154","16195","8408083"
"11/16/2020","NH","3539","0","114034","2927","5175622"
"11/16/2020","NJ","116761","0","2055734","26733","38358649"
"11/16/2020","NM","9150","0","516014","17695","9947807"
"11/16/2020","NV","13771","0","894560","13705","10315891"
"11/16/2020","NY","183805","0","4057808","36014","121878961"
"11/16/2020","OH","41166","0","2293378","53323","38355887"
"11/16/2020","OK","11101","12099162","1153545","20202","13252707"
"11/16/2020","OR","5590","11733080","427771","8290","12369100"
"11/16/2020","PA","67058","0","2023945","44502","20433077"
"11/16/2020","PR","6866","2123884","314170","4980","2455974"
"11/16/2020","RI","9017","9411186","328864","6702","9825818"
"11/16/2020","SC","29470","13360690","1409598","10788","15192840"
"11/16/2020","SD","5004","0","488324","7684","2126005"
"11/16/2020","TN","28773","26875075","2300801","29539","29572908"
"11/16/2020","TX","140590","0","8088483","85214","70421799"
"11/16/2020","UT","5304","10508613","1164499","23368","11678066"
"11/16/2020","VA","27185","0","1477825","15836","21117842"
"11/16/2020","VI","161","0","10293","70","187977"
"11/16/2020","VT","427","0","23875","756","3453595"
"11/16/2020","WA","18071","0","1036814","19065","19851119"
"11/16/2020","WI","20950","0","2499142","46314","28225986"
"11/16/2020","WV","4377","0","262016","6819","6858662"
"11/16/2020","WY","1158","2428819","181798","5675","2610771"
"11/09/2020","AK","660","5668941","145821","3930","5849705"
"11/09/2020","AL","22343","0","1477980","14135","10009584"
"11/09/2020","AR","14969","9475498","894925","11174","10281583"
"11/09/2020","AS","0","0","0","0","12376"
"11/09/2020","AZ","43683","0","1872623","16172","22143336"
"11/09/2020","CA","126764","0","6951584","54706","142594166"
"11/09/2020","CO","17321","0","1039654","32433","16773082"
"11/09/2020","CT","33058","0","601025","10520","18604527"
"11/09/2020","DC","4601","0","129603","976","4008789"
"11/09/2020","DE","5103","0","194122","2200","4248379"
"11/09/2020","FL","123045","59229452","5969553","40285","75528343"
"11/09/2020","GA","61912","0","2662570","13871","26707652"
"11/09/2020","GU","643","0","40742","888","527236"
"11/09/2020","HI","1552","0","115123","708","4061778"
"11/09/2020","IA","13457","0","1090779","26741","6759052"
"11/09/2020","ID","5091","0","539131","9005","2923239"
"11/09/2020","IL","75993","0","3758683","85629","61398157"
"11/09/2020","IN","33631","0","1622235","41223","23619830"
"11/09/2020","KS","8560","0","772077","17874","4904477"
"11/09/2020","KY","11358","0","910804","16748","15004173"
"11/09/2020","LA","42635","0","1389782","11532","20721329"
"11/09/2020","MA","71698","0","1262850","16876","49057278"
"11/09/2020","MD","29832","0","1122192","11934","26356619"
"11/09/2020","ME","1116","4962560","58919","1251","5036654"
"11/09/2020","MI","57483","37021962","1814561","46789","38836523"
"11/09/2020","MN","19538","0","1417782","42719","22511448"
"11/09/2020","MO","23220","17235864","1579826","30254","19044433"
"11/09/2020","MP","14","0","700","2","115495"
"11/09/2020","MS","24536","0","915021","7620","7032062"
"11/09/2020","MT","3374","0","303593","7479","3899957"
"11/09/2020","NC","32961","0","2122903","18896","31551491"
"11/09/2020","ND","4879","0","420569","9810","6524201"
"11/09/2020","NE","5184","6854988","631504","14439","7596141"
"11/09/2020","NH","3461","0","95147","2183","4775197"
"11/09/2020","NJ","115508","0","1871957","24679","36006770"
"11/09/2020","NM","8229","0","423024","9320","9280638"
"11/09/2020","NV","13178","0","807503","10161","9663428"
"11/09/2020","NY","182374","0","3822966","31164","113786523"
"11/09/2020","OH","39488","0","1929136","47828","35548457"
"11/09/2020","OK","10383","11326831","1017328","17870","12344159"
"11/09/2020","OR","5232","10935704","377548","6432","11511770"
"11/09/2020","PA","64259","0","1744639","34243","19288317"
"11/09/2020","PR","6351","2123884","282379","4379","2424183"
"11/09/2020","RI","8739","8741335","285081","5699","9108009"
"11/09/2020","SC","28586","12433653","1335236","9819","14171114"
"11/09/2020","SD","4044","0","424947","9977","2003308"
"11/09/2020","TN","26453","25554801","2084140","29086","28016115"
"11/09/2020","TX","134132","0","7529541","74287","65902078"
"11/09/2020","UT","4827","9848305","1006350","21187","10872113"
"11/09/2020","VA","26322","0","1384943","9785","19990861"
"11/09/2020","VI","161","0","9913","29","179503"
"11/09/2020","VT","413","0","19030","535","3204233"
"11/09/2020","WA","17408","0","915715","14964","18693602"
"11/09/2020","WI","18240","0","2162664","48014","26105648"
"11/09/2020","WV","3905","0","217309","5255","6229372"
"11/09/2020","WY","910","2219916","142821","5184","2368879"
"11/02/2020","AK","588","4863643","120877","3069","4996678"
"11/02/2020","AL","21207","0","1394639","9702","9656695"
"11/02/2020","AR","14260","9005666","823256","9676","9758707"
"11/02/2020","AS","0","0","0","0","12376"
"11/02/2020","AZ","42568","0","1772770","11791","20685369"
"11/02/2020","CA","124693","0","6622576","38105","135120925"
"11/02/2020","CO","16448","0","848919","21074","15031104"
"11/02/2020","CT","32568","0","534524","6918","17066598"
"11/02/2020","DC","4551","0","123929","632","3791543"
"11/02/2020","DE","5000","0","180920","1477","4029282"
"11/02/2020","FL","120311","56953246","5713884","35723","72289679"
"11/02/2020","GA","59481","0","2577339","11096","25675931"
"11/02/2020","GU","593","0","34835","543","491522"
"11/02/2020","HI","1534","0","109787","767","3830080"
"11/02/2020","IA","12582","0","916587","18574","6414703"
"11/02/2020","ID","4606","0","479071","7704","2774253"
"11/02/2020","IL","72206","0","3195108","64448","56940734"
"11/02/2020","IN","31572","0","1378110","28266","21567543"
"11/02/2020","KS","7764","0","655783","12452","4666854"
"11/02/2020","KY","10713","0","807339","12196","14122049"
"11/02/2020","LA","41923","0","1334563","5261","19905838"
"11/02/2020","MA","70589","0","1158843","11692","45233340"
"11/02/2020","MD","29278","0","1051907","7851","24921414"
"11/02/2020","ME","1050","4582069","50802","978","4646099"
"11/02/2020","MI","54862","34419709","1523027","31597","35942736"
"11/02/2020","MN","17940","0","1162627","30190","20722916"
"11/02/2020","MO","21723","16741966","1382979","23662","18343160"
"11/02/2020","MP","14","0","678","2","112629"
"11/02/2020","MS","23829","0","865964","6189","6726420"
"11/02/2020","MT","2916","0","258908","6184","3634130"
"11/02/2020","NC","31696","0","2000021","16647","29662867"
"11/02/2020","ND","4173","0","353475","9500","6122374"
"11/02/2020","NE","4717","6292792","535334","11663","6928337"
"11/02/2020","NH","3402","0","82880","1274","4509156"
"11/02/2020","NJ","114796","0","1732855","14966","33868308"
"11/02/2020","NM","7532","0","359651","7649","8594465"
"11/02/2020","NV","12775","0","740282","8543","9108416"
"11/02/2020","NY","181236","0","3636349","19301","106442577"
"11/02/2020","OH","38119","0","1649599","31268","32888022"
"11/02/2020","OK","9830","10788966","909126","12147","11698092"
"11/02/2020","OR","4983","10224839","335969","5019","10751335"
"11/02/2020","PA","62515","0","1547928","20958","18282661"
"11/02/2020","PR","5982","2123884","255634","3559","2397438"
"11/02/2020","RI","8545","8095303","250833","3855","8424960"
"11/02/2020","SC","27947","11582320","1274680","7665","13237461"
"11/02/2020","SD","3395","0","359665","8080","1888177"
"11/02/2020","TN","24546","24231748","1905727","20425","26496900"
"11/02/2020","TX","129096","0","7051969","61785","61775543"
"11/02/2020","UT","4457","9244518","872993","16111","10145121"
"11/02/2020","VA","25782","0","1312953","9783","19065483"
"11/02/2020","VI","158","0","9724","29","174387"
"11/02/2020","VT","408","0","16278","224","2976905"
"11/02/2020","WA","16869","0","824750","10558","17656073"
"11/02/2020","WI","15888","0","1846213","40487","24155319"
"11/02/2020","WV","3370","0","186595","3521","5732423"
"11/02/2020","WY","714","2024631","109551","3587","2142714"
"10/26/2020","AK","532","4008992","101615","2622","4107877"
"10/26/2020","AL","20455","0","1325380","9630","9302844"
"10/26/2020","AR","13209","8555649","768012","6075","9266828"
"10/26/2020","AS","0","0","0","0","11312"
"10/26/2020","AZ","41483","0","1700195","9310","19408204"
"10/26/2020","CA","122637","0","6392282","28505","128447400"
"10/26/2020","CO","15830","0","719941","14821","13617543"
"10/26/2020","CT","32245","0","489930","5155","15787988"
"10/26/2020","DC","4513","0","119544","602","3569505"
"10/26/2020","DE","4870","0","172190","1165","3840733"
"10/26/2020","FL","117883","54716555","5491268","28149","68982109"
"10/26/2020","GA","55385","0","2498123","11059","24630466"
"10/26/2020","GU","542","0","31768","474","463592"
"10/26/2020","HI","1502","0","105424","526","3621515"
"10/26/2020","IA","11823","0","808596","12310","6159428"
"10/26/2020","ID","4207","0","433257","5914","2648596"
"10/26/2020","IL","69583","0","2814133","44570","52928632"
"10/26/2020","IN","29806","0","1210346","19501","19811429"
"10/26/2020","KS","7053","0","576985","8951","4446274"
"10/26/2020","KY","10191","0","723405","11700","12971005"
"10/26/2020","LA","41288","0","1301582","4145","19226501"
"10/26/2020","MA","69623","0","1090025","9142","41580710"
"10/26/2020","MD","28885","0","1004137","5866","23558698"
"10/26/2020","ME","1024","4212717","45372","514","4270136"
"10/26/2020","MI","53459","32253654","1326190","21794","33579844"
"10/26/2020","MN","16896","0","999272","16870","19258128"
"10/26/2020","MO","20392","15883053","1244985","16040","17335611"
"10/26/2020","MP","14","0","648","8","112329"
"10/26/2020","MS","23168","0","828580","5412","6268711"
"10/26/2020","MT","2385","0","216878","5615","3422972"
"10/26/2020","NC","30002","0","1883939","16593","27804374"
"10/26/2020","ND","3527","0","291468","7470","5699714"
"10/26/2020","NE","4382","5797369","468744","7517","6359825"
"10/26/2020","NH","3358","0","75519","886","4217123"
"10/26/2020","NJ","114297","0","1642597","11161","31924651"
"10/26/2020","NM","6992","0","314116","5369","8065833"
"10/26/2020","NV","12375","0","691147","5776","8650656"
"10/26/2020","NY","180500","0","3521800","14271","99694614"
"10/26/2020","OH","36882","0","1464734","20885","30607768"
"10/26/2020","OK","9124","10255341","843521","7375","11098862"
"10/26/2020","OR","4718","9514992","307004","3328","10004154"
"10/26/2020","PA","61262","0","1421171","15648","17409625"
"10/26/2020","PR","5713","2123884","232997","2804","2374801"
"10/26/2020","RI","8371","7461247","226895","3031","7763243"
"10/26/2020","SC","27197","10839698","1222391","7345","12423543"
"10/26/2020","SD","2814","0","303346","8121","1779422"
"10/26/2020","TN","22921","23277821","1794326","13839","25418967"
"10/26/2020","TX","124663","0","6274633","109955","58168555"
"10/26/2020","UT","4157","8733751","776852","11628","9545188"
"10/26/2020","VA","25385","0","1247842","9021","18096429"
"10/26/2020","VI","147","0","9519","30","168245"
"10/26/2020","VT","406","0","15095","125","2797840"
"10/26/2020","WA","16398","0","765924","6639","16760769"
"10/26/2020","WI","13896","0","1588976","32506","22435683"
"10/26/2020","WV","3100","0","164792","2977","5324100"
"10/26/2020","WY","579","1847748","87985","2682","1942830"
"10/19/2020","AK","474","3761877","84011","2020","3844058"
"10/19/2020","AL","19833","0","1248152","11729","8968200"
"10/19/2020","AR","12356","8115040","720000","7049","8789371"
"10/19/2020","AS","0","0","0","0","11312"
"10/19/2020","AZ","40988","0","1644469","7014","18303179"
"10/19/2020","CA","120096","0","6181080","30712","121763744"
"10/19/2020","CO","15406","0","633088","9787","12390573"
"10/19/2020","CT","31980","0","456876","3222","14603480"
"10/19/2020","DC","4493","0","115957","397","3372263"
"10/19/2020","DE","4713","0","164919","868","3652205"
"10/19/2020","FL","115104","52076300","5305955","23161","65387605"
"10/19/2020","GA","54147","0","2421320","10365","23626729"
"10/19/2020","GU","482","0","28198","541","433225"
"10/19/2020","HI","1393","0","101220","615","3415109"
"10/19/2020","IA","11163","0","740388","7697","5939832"
"10/19/2020","ID","3827","0","390162","6112","2524254"
"10/19/2020","IL","67499","0","2550382","31334","49296370"
"10/19/2020","IN","28396","0","1088246","15025","18306131"
"10/19/2020","KS","6573","0","523538","5375","4256592"
"10/19/2020","KY","9618","0","647256","9335","12197693"
"10/19/2020","LA","40604","0","1270656","4706","18536468"
"10/19/2020","MA","68634","0","1031671","6905","38121484"
"10/19/2020","MD","28484","0","966570","4622","22236016"
"10/19/2020","ME","1022","3900597","42475","262","3954760"
"10/19/2020","MI","52156","30105566","1191411","16493","31296977"
"10/19/2020","MN","16058","0","900500","10990","18014899"
"10/19/2020","MO","18797","15086919","1142799","12799","16425645"
"10/19/2020","MP","14","0","614","2","110408"
"10/19/2020","MS","22575","0","791170","5082","5897978"
"10/19/2020","MT","1919","0","179360","5059","3178866"
"10/19/2020","NC","28460","0","1773605","14071","26156720"
"10/19/2020","ND","3043","0","246370","5988","5328689"
"10/19/2020","NE","4016","5337202","423612","5881","5849095"
"10/19/2020","NH","3292","0","70163","634","3922049"
"10/19/2020","NJ","113788","0","1572243","8455","30078501"
"10/19/2020","NM","6672","0","276361","5075","7626409"
"10/19/2020","NV","12136","0","651440","5442","8238784"
"10/19/2020","NY","179857","0","3431466","11183","93443008"
"10/19/2020","OH","36064","0","1334567","16328","28438238"
"10/19/2020","OK","8523","9662713","787236","9437","10449949"
"10/19/2020","OR","4497","8853964","286371","2569","9316968"
"10/19/2020","PA","60132","0","1320333","12076","16618455"
"10/19/2020","PR","5480","2123884","212009","3026","2353813"
"10/19/2020","RI","8208","6848985","207271","2595","7128554"
"10/19/2020","SC","26192","10047849","1172512","6688","11566021"
"10/19/2020","SD","2430","0","253900","5934","1672484"
"10/19/2020","TN","21162","22158313","1672585","18843","24163088"
"10/19/2020","TX","120931","0","5915157","38596","54877763"
"10/19/2020","UT","3924","8309338","699268","10488","9055112"
"10/19/2020","VA","24677","0","1190485","7233","17164676"
"10/19/2020","VI","147","0","9388","11","162368"
"10/19/2020","VT","406","0","14069","144","2598965"
"10/19/2020","WA","15946","0","725532","5007","15979955"
"10/19/2020","WI","12086","0","1373506","33690","20823092"
"10/19/2020","WV","2905","0","147613","1825","4930801"
